STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,Reference area,Frequency of observation,Measure,Age,Sex,UNIT_MEASURE,TIME_PERIOD,OBS_VALUE
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Protein supply,Total,Total,Grammes per person per day,2010,120.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Protein supply,Total,Total,Grammes per person per day,2011,118.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Protein supply,Total,Total,Grammes per person per day,2012,117.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Protein supply,Total,Total,Grammes per person per day,2013,117.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Protein supply,Total,Total,Grammes per person per day,2014,115.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Protein supply,Total,Total,Grammes per person per day,2015,116.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Protein supply,Total,Total,Grammes per person per day,2016,117.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Protein supply,Total,Total,Grammes per person per day,2017,119.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Protein supply,Total,Total,Grammes per person per day,2018,119.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Protein supply,Total,Total,Grammes per person per day,2019,120.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Protein supply,Total,Total,Grammes per person per day,2020,120.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Protein supply,Total,Total,Grammes per person per day,2021,122.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1961,53.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1962,70.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1963,73.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1964,82
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1965,73.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1966,77.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1967,79.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1968,82.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1969,83.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1970,84.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1971,81.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1972,76.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1973,74.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1974,69.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1975,65.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1976,69.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1977,60.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1978,66.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1979,62.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1980,63.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1981,62.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1982,67.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1983,64.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1984,74.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1985,68.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1986,79.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1987,72.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1988,78.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1989,78.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1990,80.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1991,78.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1992,90.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1993,84.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1994,90.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1995,94.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1996,88.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1997,83.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1998,85.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,1999,89.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,2000,97.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,2001,96.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,2002,100.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,2003,95.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,2004,107.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,2005,112.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,2006,110.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,2007,116.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,2008,115.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,2009,116
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,2010,103.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,2011,101.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,2012,100.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,2013,102.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,2014,100.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,2015,103.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,2016,118.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,2017,121.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,2018,110.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,2019,113.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,2020,115.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fruits supply,Total,Total,Kilogrammes per person per year,2021,126.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Share of population consuming fruits daily,15 years or over,Total,Percentage of population,2014,62.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Tobacco consumption,Total,Total,Cigarettes per smoker per day,1987,23.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Tobacco consumption,Total,Total,Cigarettes per smoker per day,1988,23.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Tobacco consumption,Total,Total,Cigarettes per smoker per day,1989,23.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Tobacco consumption,Total,Total,Cigarettes per smoker per day,1990,23.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Tobacco consumption,Total,Total,Cigarettes per smoker per day,1991,23.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Tobacco consumption,Total,Total,Cigarettes per smoker per day,1992,23.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Tobacco consumption,Total,Total,Cigarettes per smoker per day,1993,23.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Tobacco consumption,Total,Total,Cigarettes per smoker per day,1994,23.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Tobacco consumption,Total,Total,Cigarettes per smoker per day,1995,23.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2003,20.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2004,19.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2005,19.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2006,19.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2007,19.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2008,18.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2009,18.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2011,16.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2014,16.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2015,15.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2017,15.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2018,14.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2019,15.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Share of population who are obese,Total,Female,Percentage of population,1987,7.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Share of population who are obese,Total,Female,Percentage of population,1993,8.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Share of population who are obese,Total,Female,Percentage of population,1995,10.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Share of population who are obese,Total,Female,Percentage of population,1997,12.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Share of population who are obese,Total,Female,Percentage of population,2001,13.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Share of population who are obese,Total,Female,Percentage of population,2003,13.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Share of population who are obese,Total,Female,Percentage of population,2006,14.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Share of population who are obese,Total,Female,Percentage of population,2009,14.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Share of population who are obese,Total,Female,Percentage of population,2011,15.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Share of population who are obese,Total,Female,Percentage of population,2014,16.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Share of population who are obese,Total,Female,Percentage of population,2017,16.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Share of population who are obese,Total,Female,Percentage of population,2020,14.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Share of population who are obese,Total,Female,Percentage of population,2014,20.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Share of population who are obese,Total,Female,Percentage of population,2017,21.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Share of population who are obese,Total,Female,Percentage of population,2021,25.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,1978,2.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,1979,1.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,1980,2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,1981,1.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,1982,2.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,1983,1.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,1984,1.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,1985,1.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,1986,1.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,1987,2.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,1988,1.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,1989,1.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,1990,2.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,1991,2.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,1992,2.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,1993,2.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,1994,2.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,1995,2.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,1996,2.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,1997,2.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,1998,3.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,1999,2.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,2000,2.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,2001,3.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,2002,3.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,2003,3.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,2004,3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,2005,3.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,2006,3.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Japan,Annual,Share of population who are obese,Total,Total,Percentage of population,2007,3.3
